tempo,mao,angulo,velocidade_px_s,tempo_up_s
43.87,Right,0.00,392.27,36.12
43.87,Left,0.00,132.58,6.10
43.93,Right,0.00,392.27,36.12
43.93,Left,0.00,106.28,6.10
43.99,Right,0.00,392.27,36.12
43.99,Left,0.00,153.81,6.10
44.05,Right,0.00,392.27,36.12
44.05,Left,0.00,186.16,6.10
44.11,Right,0.00,392.27,36.12
44.11,Left,0.00,229.98,6.10
44.17,Right,0.00,392.27,36.12
44.17,Left,0.00,242.42,6.10
44.23,Right,0.00,392.27,36.12
44.23,Left,0.00,237.48,6.10
44.29,Right,0.00,392.27,36.12
44.29,Left,0.00,196.29,6.10
44.34,Right,0.00,392.27,36.12
44.34,Left,0.00,158.69,6.10
44.40,Right,0.00,392.27,36.12
44.40,Left,0.00,144.18,6.10
44.46,Right,0.00,392.27,36.12
44.46,Left,0.00,230.65,6.10
44.52,Right,0.00,392.27,36.12
44.52,Left,0.00,245.68,6.10
44.58,Right,0.00,392.27,36.12
44.58,Left,0.00,237.29,6.10
44.64,Right,0.00,392.27,36.12
44.64,Left,0.00,358.47,6.10
44.70,Right,0.00,392.27,36.12
44.70,Left,0.00,424.01,6.10
44.76,Right,0.00,392.27,36.12
44.76,Left,0.00,384.62,6.10
44.82,Right,0.00,392.27,36.12
44.82,Left,0.00,408.65,6.10
44.88,Right,0.00,392.27,36.12
44.88,Left,0.00,576.96,6.10
44.93,Right,0.00,392.27,36.12
44.93,Left,0.00,542.47,6.10
45.00,Right,0.00,392.27,36.12
45.00,Left,0.00,529.61,6.10
45.06,Right,0.00,392.27,36.12
45.06,Left,0.00,530.20,6.10
45.13,Right,0.00,392.27,36.12
45.13,Left,0.00,612.32,6.10
45.18,Right,0.00,392.27,36.12
45.18,Left,0.00,675.43,6.10
45.24,Right,0.00,392.27,36.12
45.24,Left,0.00,612.72,6.10
45.30,Right,0.00,392.27,36.12
45.30,Left,0.00,587.42,6.10
45.36,Right,0.00,392.27,36.12
45.36,Left,0.00,503.05,6.10
45.42,Right,0.00,392.27,36.12
45.42,Left,0.00,454.91,6.10
45.48,Right,0.00,392.27,36.12
45.48,Left,0.00,309.02,6.10
45.54,Right,0.00,392.27,36.12
45.54,Left,0.00,310.50,6.10
45.60,Right,0.00,392.27,36.12
45.60,Left,0.00,285.53,6.10
45.65,Right,0.00,392.27,36.12
45.65,Left,0.00,156.49,6.10
45.71,Right,0.00,392.27,36.12
45.71,Left,0.00,128.98,6.10
45.77,Right,0.00,392.27,36.12
45.77,Left,0.00,251.55,6.10
45.83,Right,0.00,392.27,36.12
45.83,Left,0.00,295.60,6.10
45.89,Right,0.00,392.27,36.12
45.89,Left,0.00,330.53,6.10
45.95,Right,0.00,392.27,36.12
45.95,Left,0.00,372.42,6.10
46.01,Right,0.00,392.27,36.12
46.01,Left,0.00,406.72,6.10
46.06,Right,0.00,392.27,36.12
46.06,Left,0.00,473.10,6.10
46.13,Right,0.00,392.27,36.12
46.13,Left,0.00,498.02,6.10
46.19,Right,0.00,392.27,36.12
46.19,Left,0.00,502.62,6.10
46.25,Right,0.00,392.27,36.12
46.25,Left,0.00,527.12,6.10
46.31,Right,0.00,392.27,36.12
46.31,Left,0.00,547.69,6.10
46.37,Right,0.00,392.27,36.12
46.37,Left,0.00,364.82,6.10
46.43,Right,0.00,392.27,36.12
46.43,Left,0.00,287.89,6.10
46.49,Right,0.00,392.27,36.12
46.49,Left,0.00,253.53,6.10
46.55,Right,0.00,392.27,36.12
46.55,Left,0.00,204.06,6.10
46.61,Right,0.00,392.27,36.12
46.61,Left,0.00,156.69,29.19
46.67,Right,0.00,392.27,36.12
46.67,Left,0.00,153.76,29.19
46.73,Right,0.00,392.27,36.12
46.73,Left,0.00,189.47,29.19
46.79,Right,0.00,392.27,36.12
46.79,Left,0.00,175.81,29.19
46.85,Right,0.00,392.27,36.12
46.85,Left,0.00,146.46,29.19
46.91,Right,0.00,392.27,36.12
46.91,Left,0.00,203.14,29.19
46.97,Right,0.00,392.27,36.12
46.97,Left,0.00,188.83,29.19
47.03,Right,0.00,392.27,36.12
47.03,Left,0.00,180.88,29.19
47.09,Right,0.00,392.27,36.12
47.09,Left,0.00,209.20,29.19
47.16,Right,0.00,392.27,36.12
47.16,Left,0.00,370.40,29.19
47.20,Right,0.00,392.27,36.12
47.20,Left,0.00,402.07,29.19
47.26,Right,0.00,392.27,36.12
47.26,Left,0.00,391.23,29.19
47.33,Right,0.00,392.27,36.12
47.33,Left,0.00,380.46,29.19
47.41,Right,0.00,392.27,36.12
47.41,Left,0.00,245.11,29.19
47.48,Right,0.00,392.27,36.12
47.48,Left,0.00,141.10,29.19
47.55,Right,0.00,392.27,36.12
47.55,Left,0.00,125.37,29.19
47.61,Right,0.00,392.27,36.12
47.61,Left,0.00,148.42,29.19
47.67,Right,0.00,392.27,36.12
47.67,Left,0.00,145.32,29.19
47.72,Right,0.00,392.27,36.12
47.72,Left,0.00,129.97,29.19
47.80,Right,0.00,392.27,36.12
47.80,Left,0.00,140.43,29.19
47.86,Right,0.00,392.27,36.12
47.86,Left,0.00,129.63,29.19
47.92,Right,0.00,392.27,36.12
47.92,Left,0.00,102.76,29.19
47.98,Right,0.00,392.27,36.12
47.98,Left,0.00,107.20,29.19
48.04,Right,0.00,392.27,36.12
48.04,Left,0.00,112.22,29.19
48.10,Right,0.00,392.27,36.12
48.10,Left,0.00,129.01,29.19
48.16,Right,0.00,392.27,36.12
48.16,Left,0.00,146.87,29.19
48.22,Right,0.00,392.27,36.12
48.22,Left,0.00,169.42,29.19
48.29,Right,0.00,392.27,36.12
48.29,Left,0.00,354.66,29.19
48.34,Right,0.00,392.27,36.12
48.34,Left,0.00,444.49,29.19
48.39,Right,0.00,392.27,36.12
48.39,Left,0.00,438.43,29.19
48.47,Right,0.00,392.27,36.12
48.47,Left,0.00,531.70,29.19
48.52,Right,0.00,392.27,36.12
48.52,Left,0.00,551.63,29.19
48.58,Right,0.00,392.27,36.12
48.58,Left,0.00,461.51,29.19
48.64,Right,0.00,392.27,36.12
48.64,Left,0.00,464.09,29.19
48.70,Right,0.00,392.27,36.12
48.70,Left,0.00,353.92,29.19
48.76,Right,0.00,392.27,36.12
48.76,Left,0.00,286.34,29.19
48.82,Right,0.00,392.27,36.12
48.82,Left,0.00,231.27,29.19
48.88,Right,0.00,392.27,36.12
48.88,Left,0.00,290.60,29.19
48.94,Right,0.00,392.27,36.12
48.94,Left,0.00,264.65,29.19
49.00,Right,0.00,392.27,36.12
49.00,Left,0.00,202.08,29.19
49.05,Right,0.00,392.27,36.12
49.05,Left,0.00,173.15,29.19
49.11,Right,0.00,392.27,36.12
49.11,Left,0.00,207.32,29.19
49.17,Right,0.00,392.27,36.12
49.17,Left,0.00,127.23,29.19
49.23,Right,0.00,392.27,36.12
49.23,Left,0.00,120.39,29.19
49.29,Right,0.00,392.27,36.12
49.29,Left,0.00,132.19,29.19
49.35,Right,0.00,392.27,36.12
49.35,Left,0.00,128.82,29.19
49.42,Right,0.00,392.27,36.12
49.42,Left,0.00,120.58,29.19
49.47,Right,0.00,392.27,36.12
49.47,Left,0.00,125.37,29.19
49.54,Right,0.00,392.27,36.12
49.54,Left,0.00,129.60,29.19
49.61,Right,0.00,392.27,36.12
49.61,Left,0.00,272.74,29.19
49.65,Right,0.00,392.27,36.12
49.65,Left,0.00,220.67,29.19
49.71,Right,0.00,392.27,36.12
49.71,Left,0.00,211.77,29.19
49.78,Right,0.00,392.27,36.12
49.78,Left,0.00,392.48,29.19
49.83,Right,0.00,392.27,36.12
49.83,Left,0.00,334.51,29.19
49.89,Right,0.00,392.27,36.12
49.89,Left,0.00,336.60,29.19
49.96,Right,0.00,392.27,36.12
49.96,Left,0.00,301.46,29.19
50.00,Right,0.00,392.27,36.12
50.00,Left,0.00,238.75,29.19
50.06,Right,0.00,392.27,36.12
50.06,Left,0.00,254.62,29.19
50.13,Right,0.00,392.27,36.12
50.13,Left,0.00,417.60,29.19
50.18,Right,0.00,392.27,36.12
50.18,Left,0.00,366.56,29.19
50.24,Right,0.00,392.27,36.12
50.24,Left,0.00,294.00,29.19
50.30,Right,0.00,392.27,36.12
50.30,Left,0.00,362.87,29.19
50.38,Right,0.00,392.27,36.12
50.38,Left,0.00,268.74,29.19
50.45,Right,0.00,392.27,36.12
50.45,Left,0.00,420.88,29.19
50.49,Right,0.00,392.27,36.12
50.49,Left,0.00,464.80,29.19
50.55,Right,0.00,392.27,36.12
50.55,Left,0.00,388.12,29.19
50.61,Right,0.00,392.27,36.12
50.61,Left,0.00,387.56,29.19
50.68,Right,0.00,392.27,36.12
50.68,Left,0.00,251.31,29.19
50.74,Right,0.00,392.27,36.12
50.74,Left,0.00,186.01,29.19
50.80,Right,0.00,392.27,36.12
50.80,Left,0.00,168.63,29.19
50.86,Right,0.00,392.27,36.12
50.86,Left,0.00,197.38,29.19
50.92,Right,0.00,392.27,36.12
50.92,Left,0.00,376.29,29.19
50.98,Right,0.00,392.27,36.12
50.98,Left,0.00,463.82,29.19
51.04,Right,0.00,392.27,36.12
51.04,Left,0.00,429.45,29.19
51.10,Right,0.00,392.27,36.12
51.10,Left,0.00,425.81,29.19
51.16,Right,0.00,392.27,36.12
51.16,Left,0.00,485.10,29.19
51.23,Right,0.00,392.27,36.12
51.23,Left,0.00,339.72,29.19
51.29,Right,0.00,392.27,36.12
51.29,Left,0.00,270.92,29.19
51.35,Right,0.00,392.27,36.12
51.35,Left,0.00,248.61,29.19
51.41,Right,0.00,392.27,36.12
51.41,Left,0.00,258.78,29.19
51.47,Right,0.00,392.27,36.12
51.47,Left,0.00,172.13,29.19
51.54,Right,0.00,392.27,36.12
51.54,Left,0.00,544.87,29.19
51.58,Right,0.00,392.27,36.12
51.58,Left,0.00,562.26,29.19
51.65,Right,0.00,392.27,36.12
51.65,Left,0.00,521.36,29.19
51.71,Right,0.00,392.27,36.12
51.71,Left,0.00,526.19,29.19
51.77,Right,0.00,392.27,36.12
51.77,Left,0.00,306.01,29.19
51.83,Right,0.00,392.27,36.12
51.83,Left,0.00,101.36,29.19
51.89,Right,0.00,392.27,36.12
51.89,Left,0.00,72.28,29.19
51.95,Right,0.00,392.27,36.12
51.95,Left,0.00,79.00,29.19
52.01,Right,0.00,392.27,36.12
52.01,Left,0.00,62.75,29.19
52.07,Right,0.00,392.27,36.12
52.07,Left,0.00,67.00,29.19
52.13,Right,0.00,392.27,36.12
52.13,Left,0.00,87.81,29.19
52.19,Right,0.00,392.27,36.12
52.19,Left,0.00,93.16,29.19
52.24,Right,0.00,392.27,36.12
52.24,Left,0.00,89.67,29.19
52.30,Right,0.00,392.27,36.12
52.30,Left,0.00,92.16,29.19
52.36,Right,0.00,392.27,36.12
52.36,Left,0.00,79.04,29.19
52.43,Right,0.00,392.27,36.12
52.43,Left,0.00,54.65,29.19
52.49,Right,0.00,392.27,36.12
52.49,Left,0.00,43.83,29.19
52.55,Right,0.00,392.27,36.12
52.55,Left,0.00,36.52,29.19
52.61,Right,0.00,392.27,36.12
52.61,Left,0.00,40.51,29.19
52.67,Right,0.00,392.27,36.12
52.67,Left,0.00,52.10,29.19
52.73,Right,0.00,392.27,36.12
52.73,Left,0.00,55.85,29.19
52.79,Right,0.00,392.27,36.12
52.79,Left,0.00,53.09,29.19
52.85,Right,0.00,392.27,36.12
52.85,Left,0.00,55.16,29.19
52.91,Right,0.00,392.27,36.12
52.91,Left,0.00,58.57,29.19
52.97,Right,0.00,392.27,36.12
52.97,Left,0.00,99.61,29.19
53.03,Right,0.00,392.27,36.12
53.03,Left,0.00,110.00,29.19
53.09,Right,0.00,392.27,36.12
53.09,Left,0.00,121.72,29.19
53.15,Right,0.00,392.27,36.12
53.15,Left,0.00,133.56,29.19
53.22,Right,0.00,589.51,36.12
53.22,Left,0.00,174.45,29.19
53.27,Right,0.00,618.50,36.12
53.27,Left,0.00,146.62,29.19
53.33,Right,0.00,639.22,36.12
53.33,Left,0.00,141.72,29.19
53.39,Right,0.00,794.53,36.12
53.39,Left,0.00,181.60,29.19
53.44,Right,0.00,879.68,36.12
53.44,Left,0.00,189.62,29.19
53.50,Right,0.00,608.29,36.12
53.50,Left,0.00,139.10,29.19
53.55,Right,0.00,613.67,36.12
53.55,Left,0.00,116.11,29.19
53.61,Right,0.00,619.72,36.12
53.61,Left,0.00,125.31,29.19
53.67,Right,0.00,605.48,36.12
53.67,Left,0.00,122.65,29.19
53.73,Right,0.00,570.33,36.12
53.73,Left,0.00,96.50,29.19
53.79,Right,0.00,544.58,36.12
53.79,Left,0.00,104.27,29.19
53.85,Right,0.00,478.56,36.12
53.85,Left,0.00,111.33,29.19
53.90,Right,0.00,392.19,36.12
53.90,Left,0.00,94.90,29.19
53.97,Right,0.00,196.07,36.12
53.97,Left,0.00,56.67,29.19
54.03,Right,0.00,85.43,36.12
54.03,Left,0.00,63.18,29.19
54.08,Right,0.00,41.63,36.12
54.08,Left,0.00,78.92,29.19
54.14,Right,0.00,33.90,36.12
54.14,Left,0.00,112.27,29.19
54.20,Right,0.00,45.16,36.12
54.20,Left,0.00,110.41,29.19
54.25,Right,0.00,58.77,36.12
54.25,Left,0.00,117.86,29.19
54.31,Right,0.00,63.92,36.12
54.31,Left,0.00,197.67,29.19
54.37,Right,0.00,67.98,36.12
54.37,Left,0.00,254.03,29.19
54.42,Right,0.00,66.12,36.12
54.42,Left,0.00,259.05,29.19
54.48,Right,0.00,83.42,36.12
54.48,Left,0.00,277.06,29.19
54.54,Right,0.00,119.38,36.12
54.54,Left,0.00,283.45,29.19
54.60,Right,0.00,204.57,36.12
54.60,Left,0.00,273.68,29.19
54.65,Right,0.00,217.45,36.12
54.65,Left,0.00,216.85,29.19
54.71,Right,0.00,233.65,36.12
54.71,Left,0.00,185.91,29.19
54.77,Right,0.00,236.19,36.12
54.77,Left,0.00,179.66,29.19
54.82,Right,0.00,274.94,36.12
54.82,Left,0.00,189.29,29.19
54.89,Right,0.00,329.32,36.12
54.89,Left,0.00,122.53,29.19
54.94,Right,0.00,349.95,36.12
54.94,Left,0.00,101.40,29.19
55.00,Right,0.00,391.70,36.12
55.00,Left,0.00,131.31,29.19
55.05,Right,0.00,366.02,36.12
55.05,Left,0.00,115.19,29.19
55.11,Right,0.00,287.44,36.12
55.11,Left,0.00,81.88,29.19
55.17,Right,0.00,142.23,36.12
55.17,Left,0.00,72.94,29.19
55.22,Right,0.00,111.42,36.12
55.22,Left,0.00,82.27,29.19
55.28,Right,0.00,64.01,36.12
55.28,Left,0.00,36.11,29.19
55.34,Right,0.00,115.31,36.12
55.34,Left,0.00,47.65,29.19
55.39,Right,0.00,126.20,36.12
55.39,Left,0.00,52.31,29.19
55.45,Right,0.00,146.67,36.12
55.45,Left,0.00,50.87,29.19
55.51,Right,0.00,217.26,36.12
55.51,Left,0.00,39.25,29.19
55.57,Right,0.00,197.66,36.12
55.57,Left,0.00,42.79,29.19
55.63,Right,0.00,173.61,36.12
55.63,Left,0.00,29.33,29.19
55.69,Right,0.00,190.38,36.12
55.69,Left,0.00,21.18,29.19
55.75,Right,0.00,244.88,36.12
55.75,Left,0.00,21.33,29.19
55.80,Right,0.00,241.59,36.12
55.80,Left,0.00,26.01,29.19
55.86,Right,0.00,256.01,36.12
55.86,Left,0.00,24.44,29.19
55.91,Right,0.00,237.64,38.81
55.91,Left,0.00,26.76,29.19
55.97,Right,0.00,209.87,38.81
55.97,Left,0.00,35.56,29.19
56.03,Right,0.00,240.11,38.81
56.03,Left,0.00,44.38,29.19
56.08,Right,0.00,178.07,38.81
56.08,Left,0.00,40.78,29.19
56.14,Right,0.00,174.59,38.81
56.14,Left,0.00,39.07,29.19
56.20,Right,0.00,177.08,38.81
56.20,Left,0.00,43.10,29.19
56.26,Right,0.00,198.92,38.81
56.26,Left,0.00,65.61,29.19
56.31,Right,0.00,98.50,38.81
56.31,Left,0.00,63.89,29.19
56.37,Right,0.00,92.77,39.16
56.37,Left,0.00,73.50,29.19
56.43,Right,0.00,139.75,39.16
56.43,Left,0.00,125.97,29.19
56.49,Right,0.00,247.20,39.16
56.49,Left,0.00,217.19,29.19
56.55,Right,0.00,293.09,39.16
56.55,Left,0.00,226.74,29.19
56.60,Right,0.00,365.13,39.16
56.60,Left,0.00,275.39,29.19
56.66,Right,0.00,401.82,39.16
56.66,Left,0.00,314.50,29.19
56.72,Right,0.00,489.45,39.16
56.72,Left,0.00,383.29,38.94
56.78,Right,0.00,427.91,39.16
56.78,Left,0.00,382.75,38.94
56.84,Right,0.00,358.69,39.16
56.84,Left,0.00,395.09,38.94
56.90,Right,0.00,280.24,39.16
56.90,Left,0.00,363.34,38.94
56.96,Right,0.00,246.53,39.16
56.96,Left,0.00,470.10,38.94
57.03,Right,0.00,97.33,39.16
57.03,Left,0.00,390.53,38.94
57.09,Right,0.00,39.02,39.16
57.09,Left,0.00,317.70,38.94
57.15,Right,0.00,61.41,39.16
57.15,Left,0.00,379.31,38.94
57.21,Right,0.00,73.95,39.16
57.21,Left,0.00,374.98,38.94
57.26,Right,0.00,63.31,39.16
57.26,Left,0.00,237.59,38.94
57.32,Right,0.00,65.66,39.16
57.32,Left,0.00,216.82,38.94
57.38,Right,0.00,69.61,39.16
57.38,Left,0.00,262.27,38.94
57.43,Right,0.00,41.41,39.16
57.43,Left,0.00,165.74,38.94
57.49,Right,0.00,28.85,39.16
57.49,Left,0.00,146.50,38.94
57.55,Right,0.00,33.34,39.16
57.55,Left,0.00,135.76,38.94
57.61,Right,0.00,60.77,39.16
57.61,Left,0.00,203.23,38.94
57.67,Right,0.00,71.59,39.16
57.67,Left,0.00,139.31,38.94
57.73,Right,0.00,84.37,39.16
57.73,Left,0.00,171.68,38.94
57.79,Right,0.00,112.04,39.16
57.79,Left,0.00,215.81,38.94
57.84,Right,0.00,242.91,39.16
57.84,Left,0.00,215.81,38.94
57.91,Right,0.00,270.02,39.16
57.91,Left,0.00,215.81,38.94
57.99,Right,0.00,291.42,39.16
57.99,Left,0.00,215.81,38.94
58.06,Right,0.00,532.80,39.16
58.06,Left,0.00,215.81,38.94
58.10,Right,0.00,545.80,39.16
58.10,Left,0.00,215.81,38.94
58.16,Right,0.00,513.97,39.16
58.16,Left,0.00,215.81,38.94
58.22,Right,0.00,599.91,39.16
58.22,Left,0.00,215.81,38.94
58.28,Right,0.00,448.57,41.01
58.28,Left,0.00,215.81,38.94
58.34,Right,0.00,426.30,41.01
58.34,Left,0.00,215.81,38.94
58.40,Right,0.00,370.97,41.01
58.40,Left,0.00,215.81,38.94
58.46,Right,0.00,426.66,41.01
58.46,Left,0.00,215.81,38.94
58.52,Right,0.00,413.10,41.01
58.52,Left,0.00,215.81,38.94
58.59,Right,0.00,465.86,41.01
58.59,Left,0.00,215.81,38.94
58.65,Right,0.00,483.79,41.01
58.65,Left,0.00,215.81,38.94
58.71,Right,0.00,473.04,41.01
58.71,Left,0.00,215.81,38.94
58.77,Right,0.00,485.16,41.01
58.77,Left,0.00,215.81,38.94
58.83,Right,0.00,402.65,41.01
58.83,Left,0.00,215.81,38.94
58.89,Right,0.00,335.90,41.01
58.89,Left,0.00,215.81,38.94
58.95,Right,0.00,423.03,41.01
58.95,Left,0.00,215.81,38.94
59.01,Right,0.00,366.84,41.01
59.01,Left,0.00,215.81,38.94
59.07,Right,0.00,288.41,41.01
59.07,Left,0.00,215.81,38.94
59.13,Right,0.00,295.00,41.01
59.13,Left,0.00,215.81,38.94
59.19,Right,0.00,279.55,41.01
59.19,Left,0.00,215.81,38.94
59.25,Right,0.00,124.80,41.01
59.25,Left,0.00,215.81,38.94
59.31,Right,0.00,116.84,41.01
59.31,Left,0.00,215.81,38.94
59.37,Right,0.00,152.21,41.01
59.37,Left,0.00,215.81,38.94
59.43,Right,0.00,141.69,41.01
59.43,Left,0.00,215.81,38.94
59.49,Right,0.00,147.11,41.01
59.49,Left,0.00,215.81,38.94
59.55,Right,0.00,149.37,41.01
59.55,Left,0.00,215.81,38.94
59.60,Right,0.00,171.99,41.01
59.60,Left,0.00,215.81,38.94
59.68,Right,0.00,450.82,41.01
59.68,Left,0.00,215.81,38.94
59.72,Right,0.00,651.81,41.01
59.72,Left,0.00,215.81,38.94
59.78,Right,0.00,696.86,41.01
59.78,Left,0.00,215.81,38.94
59.84,Right,0.00,698.39,41.01
59.84,Left,0.00,215.81,38.94
59.91,Right,0.00,762.29,41.01
59.91,Left,0.00,215.81,38.94
59.97,Right,0.00,797.47,41.01
59.97,Left,0.00,215.81,38.94
60.03,Right,0.00,701.81,41.01
60.03,Left,0.00,215.81,38.94
60.09,Right,0.00,701.81,41.01
60.09,Left,0.00,215.81,38.94
60.14,Right,0.00,701.81,41.01
60.14,Left,0.00,215.81,38.94
60.20,Right,0.00,1088.78,42.87
60.20,Left,0.00,215.81,38.94
60.26,Right,0.00,1282.45,42.87
60.26,Left,0.00,215.81,38.94
60.32,Right,0.00,1038.06,42.93
60.32,Left,0.00,215.81,38.94
60.38,Right,0.00,1059.18,42.93
60.38,Left,0.00,215.81,38.94
60.45,Right,0.00,660.47,42.93
60.45,Left,0.00,215.81,38.94
60.50,Right,0.00,660.47,42.93
60.50,Left,0.00,215.81,38.94
60.55,Right,0.00,660.47,42.93
60.55,Left,0.00,215.81,38.94
60.60,Right,0.00,660.47,42.93
60.60,Left,0.00,215.81,38.94
60.64,Right,0.00,660.47,42.93
60.64,Left,0.00,215.81,38.94
60.69,Right,0.00,660.47,42.93
60.69,Left,0.00,215.81,38.94
60.73,Right,0.00,660.47,42.93
60.73,Left,0.00,215.81,38.94
60.78,Right,0.00,660.47,42.93
60.78,Left,0.00,215.81,38.94
60.83,Right,0.00,660.47,42.93
60.83,Left,0.00,215.81,38.94
60.88,Right,0.00,660.47,42.93
60.88,Left,0.00,215.81,38.94
60.92,Right,0.00,660.47,42.93
60.92,Left,0.00,215.81,38.94
60.97,Right,0.00,660.47,42.93
60.97,Left,0.00,215.81,38.94
61.02,Right,0.00,660.47,42.93
61.02,Left,0.00,215.81,38.94
61.07,Right,0.00,660.47,42.93
61.07,Left,0.00,215.81,38.94
61.11,Right,0.00,660.47,42.93
61.11,Left,0.00,215.81,38.94
61.16,Right,0.00,660.47,42.93
61.16,Left,0.00,215.81,38.94
61.21,Right,0.00,660.47,42.93
61.21,Left,0.00,215.81,38.94
61.25,Right,0.00,660.47,42.93
61.25,Left,0.00,215.81,38.94
61.30,Right,0.00,660.47,42.93
61.30,Left,0.00,215.81,38.94
61.34,Right,0.00,660.47,42.93
61.34,Left,0.00,215.81,38.94
61.39,Right,0.00,660.47,42.93
61.39,Left,0.00,215.81,38.94
61.43,Right,0.00,660.47,42.93
61.43,Left,0.00,215.81,38.94
61.48,Right,0.00,660.47,42.93
61.48,Left,0.00,215.81,38.94
61.53,Right,0.00,660.47,42.93
61.53,Left,0.00,215.81,38.94
61.58,Right,0.00,660.47,42.93
61.58,Left,0.00,215.81,38.94
61.62,Right,0.00,660.47,42.93
61.62,Left,0.00,215.81,38.94
61.68,Right,0.00,660.47,42.93
61.68,Left,0.00,215.81,38.94
61.73,Right,0.00,660.47,42.93
61.73,Left,0.00,215.81,38.94
61.78,Right,0.00,660.47,42.93
61.78,Left,0.00,215.81,38.94
61.83,Right,0.00,660.47,42.93
61.83,Left,0.00,215.81,38.94
61.87,Right,0.00,660.47,42.93
61.87,Left,0.00,215.81,38.94
61.92,Right,0.00,660.47,42.93
61.92,Left,0.00,215.81,38.94
61.96,Right,0.00,660.47,42.93
61.96,Left,0.00,215.81,38.94
62.01,Right,0.00,660.47,42.93
62.01,Left,0.00,215.81,38.94
62.06,Right,0.00,660.47,42.93
62.06,Left,0.00,215.81,38.94
62.11,Right,0.00,660.47,42.93
62.11,Left,0.00,215.81,38.94
62.15,Right,0.00,660.47,42.93
62.15,Left,0.00,215.81,38.94
62.20,Right,0.00,660.47,42.93
62.20,Left,0.00,215.81,38.94
62.25,Right,0.00,660.47,42.93
62.25,Left,0.00,215.81,38.94
62.30,Right,0.00,660.47,42.93
62.30,Left,0.00,215.81,38.94
62.34,Right,0.00,660.47,42.93
62.34,Left,0.00,215.81,38.94
62.39,Right,0.00,660.47,42.93
62.39,Left,0.00,215.81,38.94
62.44,Right,0.00,660.47,42.93
62.44,Left,0.00,215.81,38.94
62.48,Right,0.00,660.47,42.93
62.48,Left,0.00,215.81,38.94
62.53,Right,0.00,660.47,42.93
62.53,Left,0.00,215.81,38.94
62.58,Right,0.00,660.47,42.93
62.58,Left,0.00,215.81,38.94
62.62,Right,0.00,660.47,42.93
62.62,Left,0.00,215.81,38.94
62.67,Right,0.00,660.47,42.93
62.67,Left,0.00,215.81,38.94
62.71,Right,0.00,660.47,42.93
62.71,Left,0.00,215.81,38.94
62.76,Right,0.00,660.47,42.93
62.76,Left,0.00,215.81,38.94
62.81,Right,0.00,660.47,42.93
62.81,Left,0.00,215.81,38.94
62.85,Right,0.00,660.47,42.93
62.85,Left,0.00,215.81,38.94
62.90,Right,0.00,660.47,42.93
62.90,Left,0.00,215.81,38.94
62.95,Right,0.00,660.47,42.93
62.95,Left,0.00,215.81,38.94
63.00,Right,0.00,660.47,42.93
63.00,Left,0.00,215.81,38.94
63.05,Right,0.00,660.47,42.93
63.05,Left,0.00,215.81,38.94
63.09,Right,0.00,660.47,42.93
63.09,Left,0.00,215.81,38.94
63.14,Right,0.00,660.47,42.93
63.14,Left,0.00,215.81,38.94
63.19,Right,0.00,660.47,42.93
63.19,Left,0.00,215.81,38.94
63.24,Right,0.00,660.47,42.93
63.24,Left,0.00,215.81,38.94
63.29,Right,0.00,660.47,42.93
63.29,Left,0.00,215.81,38.94
63.33,Right,0.00,660.47,42.93
63.33,Left,0.00,215.81,38.94
63.38,Right,0.00,660.47,42.93
63.38,Left,0.00,215.81,38.94
63.43,Right,0.00,660.47,42.93
63.43,Left,0.00,215.81,38.94
63.47,Right,0.00,660.47,42.93
63.47,Left,0.00,215.81,38.94
63.52,Right,0.00,660.47,42.93
63.52,Left,0.00,215.81,38.94
63.56,Right,0.00,660.47,42.93
63.56,Left,0.00,215.81,38.94
63.61,Right,0.00,660.47,42.93
63.61,Left,0.00,215.81,38.94
63.66,Right,0.00,660.47,42.93
63.66,Left,0.00,215.81,38.94
63.71,Right,0.00,660.47,42.93
63.71,Left,0.00,215.81,38.94
63.75,Right,0.00,660.47,42.93
63.75,Left,0.00,215.81,38.94
63.80,Right,0.00,660.47,42.93
63.80,Left,0.00,215.81,38.94
63.85,Right,0.00,660.47,42.93
63.85,Left,0.00,215.81,38.94
63.89,Right,0.00,660.47,42.93
63.89,Left,0.00,215.81,38.94
63.94,Right,0.00,660.47,42.93
63.94,Left,0.00,215.81,38.94
63.99,Right,0.00,660.47,42.93
63.99,Left,0.00,215.81,38.94
64.04,Right,0.00,660.47,42.93
64.04,Left,0.00,215.81,38.94
64.08,Right,0.00,660.47,42.93
64.08,Left,0.00,215.81,38.94
64.13,Right,0.00,660.47,42.93
64.13,Left,0.00,215.81,38.94
64.18,Right,0.00,660.47,42.93
64.18,Left,0.00,215.81,38.94
64.22,Right,0.00,660.47,42.93
64.22,Left,0.00,215.81,38.94
64.27,Right,0.00,660.47,42.93
64.27,Left,0.00,215.81,38.94
64.31,Right,0.00,660.47,42.93
64.31,Left,0.00,215.81,38.94
64.36,Right,0.00,660.47,42.93
64.36,Left,0.00,215.81,38.94
64.41,Right,0.00,660.47,42.93
64.41,Left,0.00,215.81,38.94
64.46,Right,0.00,660.47,42.93
64.46,Left,0.00,215.81,38.94
64.51,Right,0.00,660.47,42.93
64.51,Left,0.00,215.81,38.94
64.55,Right,0.00,660.47,42.93
64.55,Left,0.00,215.81,38.94
64.60,Right,0.00,660.47,42.93
64.60,Left,0.00,215.81,38.94
64.65,Right,0.00,660.47,42.93
